#ref_id	ref_org	query	query_name	query_organism	ident	e_value
RG33_RS10275	Escherichia_coli_GCF_001900355.1_ASM190035v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG40_RS09995	Escherichia_coli_GCF_001900375.1_ASM190037v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG41_RS19945	Escherichia_coli_GCF_001900395.1_ASM190039v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG47_RS08180	Escherichia_coli_GCF_001900415.1_ASM190041v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG48_RS23990	Escherichia_coli_GCF_001900435.1_ASM190043v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG49_RS13815	Escherichia_coli_GCF_001900455.1_ASM190045v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG51_RS21925	Escherichia_coli_GCF_001900475.1_ASM190047v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG25_RS16520	Escherichia_coli_GCF_001900495.1_ASM190049v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG26_RS06790	Escherichia_coli_GCF_001900515.1_ASM190051v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG28_RS26965	Escherichia_coli_GCF_001900535.1_ASM190053v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG30_RS00220	Escherichia_coli_GCF_001900555.1_ASM190055v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG31_RS23130	Escherichia_coli_GCF_001900575.1_ASM190057v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG34_RS11715	Escherichia_coli_GCF_001900595.1_ASM190059v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG35_RS23800	Escherichia_coli_GCF_001900615.1_ASM190061v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG36_RS00250	Escherichia_coli_GCF_001900635.1_ASM190063v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG37_RS00205	Escherichia_coli_GCF_001900655.1_ASM190065v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG38_RS19230	Escherichia_coli_GCF_001900675.1_ASM190067v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG39_RS08890	Escherichia_coli_GCF_001900695.1_ASM190069v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG42_RS01075	Escherichia_coli_GCF_001900715.1_ASM190071v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG43_RS23420	Escherichia_coli_GCF_001900735.1_ASM190073v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG44_RS14660	Escherichia_coli_GCF_001900775.1_ASM190077v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG45_RS24335	Escherichia_coli_GCF_001900795.1_ASM190079v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG46_RS04205	Escherichia_coli_GCF_001900815.1_ASM190081v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG50_RS04050	Escherichia_coli_GCF_001900835.1_ASM190083v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG52_RS04930	Escherichia_coli_GCF_001900885.1_ASM190088v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG65_RS19860	Escherichia_coli_GCF_001900905.1_ASM190090v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG67_RS19440	Escherichia_coli_GCF_001900925.1_ASM190092v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG69_RS26930	Escherichia_coli_GCF_001900945.1_ASM190094v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG70_RS21770	Escherichia_coli_GCF_001900965.1_ASM190096v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG71_RS07890	Escherichia_coli_GCF_001900985.1_ASM190098v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG53_RS21250	Escherichia_coli_GCF_001901005.1_ASM190100v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG54_RS16570	Escherichia_coli_GCF_001901025.1_ASM190102v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG55_RS09330	Escherichia_coli_GCF_001901045.1_ASM190104v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG56_RS23320	Escherichia_coli_GCF_001901065.1_ASM190106v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG57_RS05935	Escherichia_coli_GCF_001901085.1_ASM190108v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG58_RS24405	Escherichia_coli_GCF_001901105.1_ASM190110v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG59_RS14900	Escherichia_coli_GCF_001901125.1_ASM190112v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG60_RS19725	Escherichia_coli_GCF_001901145.1_ASM190114v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG61_RS24145	Escherichia_coli_GCF_001901165.1_ASM190116v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG62_RS16405	Escherichia_coli_GCF_001901185.1_ASM190118v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG63_RS18875	Escherichia_coli_GCF_001901215.1_ASM190121v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG64_RS21080	Escherichia_coli_GCF_001901315.1_ASM190131v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG68_RS18495	Escherichia_coli_GCF_001901365.1_ASM190136v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG72_RS12210	Escherichia_coli_GCF_001901405.1_ASM190140v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG29_RS06780	Escherichia_coli_GCF_001901425.1_ASM190142v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RG73_RS08255	Escherichia_coli_GCF_001901445.1_ASM190144v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BTD92_RS23715	Escherichia_coli_GCF_001932515.1_ASM193251v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BJJ90_RS26720	Escherichia_coli_GCF_001936315.1_ASM193631v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BUE82_RS22740	Escherichia_coli_GCF_001938625.2_ASM193862v2	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BVJ48_RS11225	Escherichia_coli_GCF_001969285.1_ASM196928v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BWL12_RS22100	Escherichia_coli_GCF_001999185.1_ASM199918v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
B0915_RS23635	Escherichia_coli_GCF_002007705.1_ASM200770v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
B1200_RS07595	Escherichia_coli_GCF_002009315.1_ASM200931v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BE957_RS26940	Escherichia_coli_GCF_002011945.1_ASM201194v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BE964_RS16715	Escherichia_coli_GCF_002011965.1_ASM201196v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BE963_RS11365	Escherichia_coli_GCF_002011985.1_ASM201198v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BE959_RS06085	Escherichia_coli_GCF_002012005.1_ASM201200v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BE966_RS23535	Escherichia_coli_GCF_002012025.1_ASM201202v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BE949_RS19090	Escherichia_coli_GCF_002012045.1_ASM201204v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BE941_RS13235	Escherichia_coli_GCF_002012065.1_ASM201206v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BE932_RS19190	Escherichia_coli_GCF_002012085.1_ASM201208v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BE962_RS21785	Escherichia_coli_GCF_002012105.1_ASM201210v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BE948_RS07370	Escherichia_coli_GCF_002012125.1_ASM201212v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BE939_RS25330	Escherichia_coli_GCF_002012145.1_ASM201214v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BE965_RS09335	Escherichia_coli_GCF_002012165.1_ASM201216v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BE933_RS10505	Escherichia_coli_GCF_002012185.1_ASM201218v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BE928_RS21645	Escherichia_coli_GCF_002012205.1_ASM201220v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BE930_RS16910	Escherichia_coli_GCF_002012225.1_ASM201222v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BE940_RS20315	Escherichia_coli_GCF_002012245.1_ASM201224v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BE946_RS11745	Escherichia_coli_GCF_002012265.1_ASM201226v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BE937_RS23345	Escherichia_coli_GCF_002012305.1_ASM201230v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
B0908_RS23175	Escherichia_coli_GCF_002024865.1_ASM202486v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
EC725_RS25900	Escherichia_coli_GCF_002055605.1_ASM205560v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
AM365_RS11760	Escherichia_coli_GCF_002055635.1_ASM205563v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
AM440_RS13385	Escherichia_coli_GCF_002056065.1_ASM205606v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
AM448_RS12420	Escherichia_coli_GCF_002056145.1_ASM205614v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
AM483_RS22380	Escherichia_coli_GCF_002056635.1_ASM205663v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
EC780_RS27835	Escherichia_coli_GCF_002057245.1_ASM205724v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
EC767_RS02370	Escherichia_coli_GCF_002057355.1_ASM205735v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
Eco28_RS25675	Escherichia_coli_GCF_002058765.1_ASM205876v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
AYL54_RS17950	Escherichia_coli_GCF_002078275.1_ASM207827v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
AYR48_RS17965	Escherichia_coli_GCF_002078295.1_ASM207829v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
B6N50_RS21775	Escherichia_coli_GCF_002079225.1_ASM207922v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
B5762_RS21360	Escherichia_coli_GCF_002090355.1_ASM209035v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BCD20_RS23430	Escherichia_coli_GCF_002105735.1_ASM210573v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
B9W17_RS00585	Escherichia_coli_GCF_002116715.1_ASM211671v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
AWH44_RS08585	Escherichia_coli_GCF_002118095.1_ASM211809v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BMI82_RS08650	Escherichia_coli_GCF_002125925.1_ASM212592v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CA268_RS04670	Escherichia_coli_GCF_002142675.1_ASM214267v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CA593_RS05705	Escherichia_coli_GCF_002142695.1_ASM214269v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CA270_RS17600	Escherichia_coli_GCF_002142715.1_ASM214271v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
EC95JB1_RS26290	Escherichia_coli_GCF_002156825.1_ASM215682v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
EC95NR1_RS26305	Escherichia_coli_GCF_002156845.1_ASM215684v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
DNNLJILF_RS00685	Escherichia_coli_GCF_002157245.1_ASM215724v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BS635_RS09865	Escherichia_coli_GCF_002163655.1_ASM216365v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BUQ71_RS10280	Escherichia_coli_GCF_002163695.1_ASM216369v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BZY78_RS18510	Escherichia_coli_GCF_002163935.1_ASM216393v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BZY74_RS09545	Escherichia_coli_GCF_002163955.1_ASM216395v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
AM396_RS03390	Escherichia_coli_GCF_002180055.1_ASM218005v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
AM366_RS00315	Escherichia_coli_GCF_002180095.1_ASM218009v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
AM408_RS22110	Escherichia_coli_GCF_002180135.1_ASM218013v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
AM437_RS06980	Escherichia_coli_GCF_002180195.1_ASM218019v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
AM398_RS00615	Escherichia_coli_GCF_002180215.1_ASM218021v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
AM375_RS27125	Escherichia_coli_GCF_002180275.1_ASM218027v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
AM361_RS12020	Escherichia_coli_GCF_002192275.1_ASM219227v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
AM397_RS11370	Escherichia_coli_GCF_002192295.1_ASM219229v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CCL28_RS23740	Escherichia_coli_GCF_002193095.1_ASM219309v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CDH88_RS09215	Escherichia_coli_GCF_002196475.1_ASM219647v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CDH89_RS24140	Escherichia_coli_GCF_002196495.1_ASM219649v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
AM384_RS04565	Escherichia_coli_GCF_002201835.1_ASM220183v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
AM434_RS13115	Escherichia_coli_GCF_002202175.1_ASM220217v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CEP72_RS10800	Escherichia_coli_GCF_002208865.1_ASM220886v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CEQ26_RS23745	Escherichia_coli_GCF_002209105.1_ASM220910v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CES94_RS24685	Escherichia_coli_GCF_002211725.1_ASM221172v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CE141_RS22815	Escherichia_coli_GCF_002214205.1_ASM221420v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
ACJ74_RS02335	Escherichia_coli_GCF_002215095.1_ASM221509v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
ACJ76_RS23605	Escherichia_coli_GCF_002215115.1_ASM221511v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CEJ55_RS00660	Escherichia_coli_GCF_002220215.1_ASM222021v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
FORC44_RS27345	Escherichia_coli_GCF_002220265.1_ASM222026v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CFI99_RS22595	Escherichia_coli_GCF_002222535.1_ASM222253v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
AKO63_RS22365	Escherichia_coli_GCF_002237305.1_ASM223730v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
AKO64_RS23370	Escherichia_coli_GCF_002237325.1_ASM223732v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
RM34_RS09215	Escherichia_coli_GCF_002249955.1_ASM224995v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CJZ79_RS23710	Escherichia_coli_GCF_002269325.1_ASM226932v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CA696_RS25655	Escherichia_coli_GCF_002278115.2_ASM227811v2	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
PA45B_RS23510	Escherichia_coli_GCF_002285755.1_ASM228575v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CJU64_RS24205	Escherichia_coli_GCF_002302315.1_ASM230231v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CJU63_RS23870	Escherichia_coli_GCF_002302335.1_ASM230233v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CNQ54_RS22735	Escherichia_coli_GCF_002310555.1_ASM231055v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CNQ55_RS24500	Escherichia_coli_GCF_002310575.1_ASM231057v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CNQ53_RS24960	Escherichia_coli_GCF_002310595.1_ASM231059v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CNQ48_RS23330	Escherichia_coli_GCF_002310615.1_ASM231061v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CNQ47_RS24115	Escherichia_coli_GCF_002310635.1_ASM231063v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CNQ56_RS23785	Escherichia_coli_GCF_002310655.1_ASM231065v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CNQ50_RS23425	Escherichia_coli_GCF_002310675.1_ASM231067v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CNQ52_RS23425	Escherichia_coli_GCF_002310695.1_ASM231069v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CNQ49_RS01605	Escherichia_coli_GCF_002310715.1_ASM231071v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CNQ51_RS22460	Escherichia_coli_GCF_002310735.1_ASM231073v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CPY99_RS23235	Escherichia_coli_GCF_002357875.1_ASM235787v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CPZ03_RS23585	Escherichia_coli_GCF_002357895.1_ASM235789v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CPZ02_RS23275	Escherichia_coli_GCF_002357915.1_ASM235791v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CO706_RS19840	Escherichia_coli_GCF_002393365.1_ASM239336v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CO703_RS21315	Escherichia_coli_GCF_002393465.1_ASM239346v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CRI72_RS07320	Escherichia_coli_GCF_002587005.1_ASM258700v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CRN16_RS06965	Escherichia_coli_GCF_002589795.1_ASM258979v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CRN68_RS17590	Escherichia_coli_GCF_002591135.1_ASM259113v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CRN02_RS13275	Escherichia_coli_GCF_002634895.1_ASM263489v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
I51_RS23550	Escherichia_coli_GCF_002716885.1_ASM271688v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CQ842_RS10085	Escherichia_coli_GCF_002736085.1_ASM273608v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BBK62_RS12990	Escherichia_coli_GCF_002741155.1_ASM274115v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
A3411_RS14060	Escherichia_coli_GCF_002741175.1_ASM274117v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CNZ63_RS09045	Escherichia_coli_GCF_002741195.1_ASM274119v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
COG31_RS14930	Escherichia_coli_GCF_002741215.1_ASM274121v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
COG32_RS19060	Escherichia_coli_GCF_002741235.1_ASM274123v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
COG33_RS18225	Escherichia_coli_GCF_002741255.1_ASM274125v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CS032_RS07740	Escherichia_coli_GCF_002741295.1_ASM274129v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
COG37_RS24960	Escherichia_coli_GCF_002741315.1_ASM274131v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
A4V61_RS14090	Escherichia_coli_GCF_002741335.1_ASM274133v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CS031_RS21880	Escherichia_coli_GCF_002741355.1_ASM274135v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CJV63_RS13665	Escherichia_coli_GCF_002741435.1_ASM274143v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
COG34_RS09300	Escherichia_coli_GCF_002741455.1_ASM274145v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CQS47_RS02250	Escherichia_coli_GCF_002741475.1_ASM274147v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
COG38_RS19705	Escherichia_coli_GCF_002741495.1_ASM274149v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CCV27_RS15830	Escherichia_coli_GCF_002741535.1_ASM274153v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
A5T63_RS22330	Escherichia_coli_GCF_002741555.1_ASM274155v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
COG40_RS23325	Escherichia_coli_GCF_002741575.1_ASM274157v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
A5960_RS18680	Escherichia_coli_GCF_002741595.1_ASM274159v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CSR56_RS21585	Escherichia_coli_GCF_002761835.1_ASM276183v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CDW44_RS23345	Escherichia_coli_GCF_002763515.1_ASM276351v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CUB98_RS22975	Escherichia_coli_GCF_002763995.1_ASM276399v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
CUB99_RS11400	Escherichia_coli_GCF_002764015.1_ASM276401v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
COG30_RS19805	Escherichia_coli_GCF_002764155.1_ASM276415v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
COG36_RS16135	Escherichia_coli_GCF_002764175.1_ASM276417v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
NCTC86EC_RS22855	Escherichia_coli_GCF_900092615.1_PRJEB14041	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
BV316_RS22435	Escherichia_coli_GCF_900096785.1_Ecoli_AG100_Sample2_Doxycycline_Assembly	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	100.00	2e-148
